timestamp,latency,cpu,memory,requests,errors,failure,latency_mean_5,latency_std_5,cpu_mean_5,memory_mean_5,error_rate_5,latency_trend,cpu_trend,latency_volatility,traffic_change,error_burst,health_score,service_auth,service_database,service_payment,service_search
2026-04-04 12:38:15.864419,1117,100,100,496,1,1,1091.6,46.79529890918516,100.0,100.0,1.0,-25.0,0.0,86.74874318654128,0.010183299389002087,10.0,-406.8,True,False,False,False
2026-04-04 12:38:16.864419,1121,100,100,489,1,1,1104.4,43.60963196359248,100.0,100.0,1.0,4.0,0.0,86.38904251504766,-0.014112903225806495,10.0,-408.40000000000003,True,False,False,False
2026-04-04 12:38:17.864419,1121,100,100,488,1,1,1122.8,11.233877335986195,100.0,100.0,1.0,0.0,0.0,82.58470399131656,-0.002044989775051076,10.0,-408.40000000000003,True,False,False,False
2026-04-04 12:38:18.864419,1146,100,100,503,1,1,1129.4,13.501851724855518,100.0,100.0,1.0,25.0,0.0,77.39939706914203,0.03073770491803285,10.0,-418.40000000000003,True,False,False,False
2026-04-04 12:38:19.864419,1142,100,100,491,1,1,1129.4,13.501851724855518,100.0,100.0,1.0,-4.0,0.0,73.85691873104706,-0.02385685884691846,10.0,-416.8,True,False,False,False
2026-04-04 12:38:20.864419,1118,100,100,508,1,1,1129.6,13.277801022759125,100.0,100.0,1.0,-24.0,0.0,38.114447537792756,0.03462321792260692,10.0,-407.20000000000005,True,False,False,False
2026-04-04 12:38:21.864419,1113,100,100,484,1,1,1128.0,14.949916387725501,100.0,100.0,1.0,-5.0,0.0,33.15552576704119,-0.047244094488189003,10.0,-405.20000000000005,True,False,False,False
2026-04-04 12:38:22.864419,1140,100,100,506,1,1,1131.8,15.139352694219909,100.0,100.0,1.0,27.0,0.0,13.433374689764237,0.045454545454545414,10.0,-416.0,True,False,False,False
2026-04-04 12:38:23.864419,1132,100,100,480,1,1,1129.0,12.999999999999362,100.0,100.0,1.0,-8.0,0.0,12.497110777208492,-0.0513833992094862,10.0,-412.8,True,False,False,False
2026-04-04 12:38:24.864419,1117,100,100,480,1,1,1124.0,11.467344941178991,100.0,100.0,1.0,-15.0,0.0,12.147702114668016,0.0,10.0,-406.8,True,False,False,False
2026-04-04 12:38:25.864419,1131,100,100,512,1,1,1126.6,11.238327277668306,100.0,100.0,1.0,14.0,0.0,11.704225257954148,0.06666666666666665,10.0,-412.40000000000003,True,False,False,False
2026-04-04 12:38:26.864419,1126,100,100,503,1,1,1129.2,8.467585252005671,100.0,100.0,1.0,-5.0,0.0,11.471704319761853,-0.017578125,10.0,-410.40000000000003,True,False,False,False
2026-04-04 12:38:27.864419,1142,100,100,502,1,1,1129.6,9.126883367282858,100.0,100.0,1.0,16.0,0.0,11.842015594204208,-0.001988071570576566,10.0,-416.8,True,False,False,False
2026-04-04 12:38:28.864419,1081,100,100,495,1,1,1119.4,23.287335614019597,100.0,100.0,1.0,-61.0,0.0,18.48603076199366,-0.013944223107569709,10.0,-392.40000000000003,True,False,False,False
2026-04-04 12:38:29.864419,1089,100,100,504,1,1,1113.8,27.068431797944722,100.0,100.0,1.0,8.0,0.0,20.322128060046538,0.018181818181818077,10.0,-395.6,True,False,False,False
2026-04-04 12:38:30.864419,1129,100,100,489,1,1,1113.4,26.76378149664177,100.0,100.0,1.0,40.0,0.0,20.564262420250607,-0.029761904761904767,10.0,-411.6,True,False,False,False
2026-04-04 12:38:31.864419,1112,100,100,493,1,1,1110.6,25.832150510555344,100.0,100.0,1.0,-17.0,0.0,20.60447632055925,0.008179959100204526,10.0,-404.8,True,False,False,False
2026-04-04 12:38:32.864419,1093,100,100,491,1,1,1100.8,19.44736486005196,100.0,100.0,1.0,-19.0,0.0,20.868902968559514,-0.0040567951318458695,10.0,-397.20000000000005,True,False,False,False
2026-04-04 12:38:33.864419,1095,100,100,517,1,1,1103.6,16.697305171792955,100.0,100.0,1.0,2.0,0.0,20.83933246958301,0.05295315682281054,10.0,-398.0,True,False,False,False
2026-04-04 12:38:34.864419,1118,100,100,480,1,1,1109.4,15.33949151699573,100.0,100.0,1.0,23.0,0.0,20.871032557112237,-0.07156673114119927,10.0,-407.20000000000005,True,False,False,False
2026-04-04 12:38:35.864419,1110,100,100,488,1,1,1105.6,11.013627921805996,100.0,100.0,1.0,-8.0,0.0,19.727307638568046,0.016666666666666607,10.0,-404.0,True,False,False,False
2026-04-04 12:38:36.864419,1099,100,100,500,1,1,1103.0,10.65363787633053,100.0,100.0,1.0,-11.0,0.0,19.054308349208206,0.024590163934426146,10.0,-399.6,True,False,False,False
2026-04-04 12:38:37.864419,1089,100,100,502,1,1,1102.2,11.691877522450561,100.0,100.0,1.0,-10.0,0.0,15.145589750449808,0.0040000000000000036,10.0,-395.6,True,False,False,False
2026-04-04 12:38:38.864419,1124,100,100,514,1,1,1108.0,14.159802258505751,100.0,100.0,1.0,35.0,0.0,14.778362561530258,0.0239043824701195,10.0,-409.6,True,False,False,False
2026-04-04 12:38:39.864419,1118,100,100,484,1,1,1108.0,14.159802258505751,100.0,100.0,1.0,-6.0,0.0,13.93676193860579,-0.05836575875486383,10.0,-407.20000000000005,True,False,False,False
2026-04-04 12:38:40.864419,1088,100,100,500,1,1,1103.6,16.592166826547526,100.0,100.0,1.0,-30.0,0.0,13.318324886329297,0.03305785123966931,10.0,-395.20000000000005,True,False,False,False
2026-04-04 12:38:41.864419,1137,100,100,487,1,1,1111.2,21.833460559425387,100.0,100.0,1.0,49.0,0.0,16.762723194306083,-0.026000000000000023,10.0,-414.8,True,False,False,False
2026-04-04 12:38:42.864419,1111,100,100,481,1,1,1115.6,18.146625030566522,100.0,100.0,1.0,-26.0,0.0,16.03087299210264,-0.012320328542094416,10.0,-404.40000000000003,True,False,False,False
2026-04-04 12:38:43.864419,1142,100,100,513,1,1,1119.2,21.672563300172477,100.0,100.0,1.0,31.0,0.0,18.240370366611106,0.06652806652806653,10.0,-416.8,True,False,False,False
2026-04-04 12:38:44.864419,1134,100,100,493,1,1,1122.4,22.611943746612816,100.0,100.0,1.0,-8.0,0.0,19.33793048791902,-0.03898635477582846,10.0,-413.6,True,False,False,False
2026-04-04 12:38:45.864419,1105,100,100,508,1,1,1125.8,16.63430190900662,100.0,100.0,1.0,-29.0,0.0,19.550788560397404,0.030425963488843744,10.0,-402.0,True,False,False,False
2026-04-04 12:38:46.864419,1121,100,100,499,1,1,1122.6,15.436968614335557,100.0,100.0,1.0,16.0,0.0,18.81163942291604,-0.017716535433070835,10.0,-408.40000000000003,True,False,False,False
2026-04-04 12:38:47.864419,1147,100,100,499,1,1,1129.8,16.99117417955515,100.0,100.0,1.0,26.0,0.0,18.184547774905038,0.0,10.0,-418.8,True,False,False,False
2026-04-04 12:38:48.864419,1102,100,100,494,1,1,1121.8,19.097120201747202,100.0,100.0,1.0,-45.0,0.0,19.306015182379053,-0.01002004008016033,10.0,-400.8,True,False,False,False
2026-04-04 12:38:49.864419,1105,100,100,518,1,1,1116.0,18.867962264112705,100.0,100.0,1.0,3.0,0.0,19.920954907947415,0.04858299595141702,10.0,-402.0,True,False,False,False
2026-04-04 12:38:50.864419,1102,100,100,516,1,1,1115.4,19.346834366375845,100.0,100.0,1.0,-3.0,0.0,17.87114371767531,-0.0038610038610038533,10.0,-400.8,True,False,False,False
2026-04-04 12:38:51.864419,1115,100,100,482,1,1,1114.2,19.097120201747213,100.0,100.0,1.0,13.0,0.0,16.958773540560944,-0.06589147286821706,10.0,-406.0,True,False,False,False
2026-04-04 12:38:52.864419,1102,100,100,481,1,1,1105.2,5.630275304102108,100.0,100.0,1.0,-13.0,0.0,17.62101018670697,-0.0020746887966804906,10.0,-400.8,True,False,False,False
2026-04-04 12:38:53.864419,1138,100,100,482,1,1,1112.4,15.27416118809741,100.0,100.0,1.0,36.0,0.0,17.038844509597876,0.0020790020790020236,10.0,-415.20000000000005,True,False,False,False
2026-04-04 12:38:54.864419,1144,100,100,517,1,1,1120.2,19.829271292712214,100.0,100.0,1.0,6.0,0.0,18.38145200406672,0.07261410788381739,10.0,-417.6,True,False,False,False
2026-04-04 12:38:55.864419,1107,100,100,485,1,1,1121.2,18.780308836650708,100.0,100.0,1.0,-37.0,0.0,18.23336380253479,-0.061895551257253434,10.0,-402.8,True,False,False,False
2026-04-04 12:38:56.864419,1083,100,100,491,1,1,1114.8,25.626158510396756,100.0,100.0,1.0,-24.0,0.0,21.30857938849016,0.012371134020618513,10.0,-393.20000000000005,True,False,False,False
2026-04-04 12:38:57.864419,1391,100,100,497,1,1,1172.6,124.54436960376806,100.0,100.0,1.0,308.0,0.0,90.38737620806235,0.012219959266802416,10.0,-516.4,True,False,False,False
2026-04-04 12:38:58.864419,1141,100,100,510,1,1,1173.2,124.34307379182802,100.0,100.0,1.0,-250.0,0.0,89.45489241946353,0.026156941649899457,10.0,-416.40000000000003,True,False,False,False
2026-04-04 12:38:59.864419,1150,100,100,487,1,1,1174.4,124.01935332842204,100.0,100.0,1.0,9.0,0.0,88.46851291718308,-0.045098039215686225,10.0,-420.0,True,False,False,False
2026-04-04 12:39:00.864419,1094,100,100,482,1,1,1171.8,125.9075057333755,100.0,100.0,1.0,-56.0,0.0,88.95847970323639,-0.010266940451745366,10.0,-397.6,True,False,False,False
2026-04-04 12:39:01.864419,1096,100,100,505,1,1,1174.4,123.73075607948086,100.0,100.0,1.0,2.0,0.0,89.90389930982484,0.047717842323651505,10.0,-398.40000000000003,True,False,False,False
2026-04-04 12:39:02.864419,1104,100,100,498,1,1,1117.0,26.47640458974735,100.0,100.0,1.0,8.0,0.0,89.80076713357069,-0.013861386138613874,10.0,-401.6,True,False,False,False
2026-04-04 12:39:03.864419,1090,100,100,488,1,1,1106.8,24.681977230359692,100.0,100.0,1.0,-14.0,0.0,91.47191432954232,-0.02008032128514059,10.0,-396.0,True,False,False,False
2026-04-04 12:39:04.864419,1137,100,100,483,1,1,1104.2,19.031552748002284,100.0,100.0,1.0,47.0,0.0,91.46468656748847,-0.010245901639344246,10.0,-414.8,True,False,False,False
2026-04-04 12:39:05.864419,1132,100,100,489,1,1,1111.8,21.382235617446398,100.0,100.0,1.0,-5.0,0.0,90.82314927618651,0.012422360248447228,10.0,-412.8,True,False,False,False
2026-04-04 12:39:06.864419,1087,100,100,497,1,1,1110.0,23.334523779155933,100.0,100.0,1.0,-45.0,0.0,90.54378928329535,0.01635991820040905,10.0,-394.8,True,False,False,False
2026-04-04 12:39:07.864419,1088,100,100,493,1,1,1106.8,25.371243564318902,100.0,100.0,1.0,1.0,0.0,25.030869829961496,-0.008048289738430636,10.0,-395.20000000000005,True,False,False,False
2026-04-04 12:39:08.864419,1100,100,100,507,1,1,1108.8,24.07695994098909,100.0,100.0,1.0,12.0,0.0,23.011108428564366,0.028397565922920975,10.0,-400.0,True,False,False,False
2026-04-04 12:39:09.864419,1080,100,100,486,1,1,1097.4,20.634921855921665,100.0,100.0,1.0,-20.0,0.0,19.054308349208174,-0.041420118343195256,10.0,-392.0,True,False,False,False
2026-04-04 12:39:10.864419,1082,100,100,484,1,1,1087.4,7.797435475846831,100.0,100.0,1.0,2.0,0.0,19.889695824723862,-0.004115226337448541,10.0,-392.8,True,False,False,False
2026-04-04 12:39:11.864419,1092,100,100,515,1,1,1088.4,8.049844718998907,100.0,100.0,1.0,10.0,0.0,20.009997501250172,0.06404958677685957,10.0,-396.8,True,False,False,False
2026-04-04 12:39:12.864419,1132,100,100,492,1,1,1097.2,21.052315787105087,100.0,100.0,1.0,40.0,0.0,22.55363976538384,-0.044660194174757306,10.0,-412.8,True,False,False,False
2026-04-04 12:39:13.864419,1108,100,100,485,1,1,1098.8,21.614809737769942,100.0,100.0,1.0,-24.0,0.0,22.205104518256665,-0.014227642276422814,10.0,-403.20000000000005,True,False,False,False
2026-04-04 12:39:14.864419,1086,100,100,485,1,1,1100.0,20.44504830026074,100.0,100.0,1.0,-22.0,0.0,19.41391253714815,0.0,10.0,-394.40000000000003,True,False,False,False
2026-04-04 12:39:15.864419,1119,100,100,482,1,1,1107.4,18.942016788082366,100.0,100.0,1.0,33.0,0.0,17.2510869222794,-0.006185567010309256,10.0,-407.6,True,False,False,False
2026-04-04 12:39:16.864419,1087,100,100,503,1,1,1106.4,20.05741758053599,100.0,100.0,1.0,-32.0,0.0,17.2510869222794,0.043568464730290524,10.0,-394.8,True,False,False,False
2026-04-04 12:39:17.864419,1397,100,100,482,1,1,1159.4,133.56384241253315,100.0,100.0,1.0,310.0,0.0,95.91784679262437,-0.041749502982107334,10.0,-518.8000000000001,True,False,False,False
2026-04-04 12:39:18.864419,1129,100,100,513,1,1,1163.6,131.8628074932427,100.0,100.0,1.0,-268.0,0.0,95.40416948726917,0.06431535269709543,10.0,-411.6,True,False,False,False
2026-04-04 12:39:19.864419,1089,100,100,518,1,1,1164.2,131.42754657985512,100.0,100.0,1.0,-40.0,0.0,94.90866954896997,0.00974658869395717,10.0,-395.6,True,False,False,False
2026-04-04 12:39:20.864419,1094,100,100,485,1,1,1159.2,134.02686297903114,100.0,100.0,1.0,5.0,0.0,94.27860603315887,-0.06370656370656369,10.0,-397.6,True,False,False,False
2026-04-04 12:39:21.864419,1115,100,100,490,1,1,1164.8,130.802140655266,100.0,100.0,1.0,21.0,0.0,93.43589602859647,0.010309278350515427,10.0,-406.0,True,False,False,False
2026-04-04 12:39:22.864419,1113,100,100,507,1,1,1108.0,16.370705543744457,100.0,100.0,1.0,-2.0,0.0,93.7100136947311,0.03469387755102038,10.0,-405.20000000000005,True,False,False,False
2026-04-04 12:39:23.864419,1140,100,100,520,1,1,1110.2,20.191582404556236,100.0,100.0,1.0,27.0,0.0,93.28028254197741,0.02564102564102555,10.0,-416.0,True,False,False,False
2026-04-04 12:39:24.864419,1080,100,100,509,1,1,1108.4,22.788154817799217,100.0,100.0,1.0,-60.0,0.0,93.66257405056623,-0.02115384615384619,10.0,-392.0,True,False,False,False
2026-04-04 12:39:25.864419,1137,100,100,510,1,1,1117.0,24.072806234421137,100.0,100.0,1.0,57.0,0.0,93.4659177335664,0.0019646365422396617,10.0,-414.8,True,False,False,False
2026-04-04 12:39:26.864419,1090,100,100,508,1,1,1112.0,27.009257672138737,100.0,100.0,1.0,-47.0,0.0,93.28832247988564,-0.0039215686274509665,10.0,-396.0,True,False,False,False
2026-04-04 12:39:27.864419,1099,100,100,483,1,1,1109.2,27.59891302207363,100.0,100.0,1.0,9.0,0.0,21.401972910095783,-0.049212598425196874,10.0,-399.6,True,False,False,False
2026-04-04 12:39:28.864419,1095,100,100,485,1,1,1100.2,21.76465023840231,100.0,100.0,1.0,-4.0,0.0,20.48197039132567,0.0041407867494824835,10.0,-398.0,True,False,False,False
2026-04-04 12:39:29.864419,1416,100,100,493,1,1,1167.4,140.21162576619665,100.0,100.0,1.0,321.0,0.0,99.67552914888958,0.016494845360824684,10.0,-526.4,True,False,False,False
2026-04-04 12:39:30.864419,1391,100,100,488,1,1,1218.2,169.41576077803379,100.0,100.0,1.0,-25.0,0.0,125.93137460978949,-0.010141987829614618,10.0,-516.4,True,False,False,False
2026-04-04 12:39:31.864419,1096,100,100,487,1,1,1219.4,168.29824716853108,100.0,100.0,1.0,-295.0,0.0,126.95235326688521,-0.002049180327868827,10.0,-398.40000000000003,True,False,False,False
2026-04-04 12:39:32.864419,1080,100,100,516,1,1,1215.6,171.87291816921004,100.0,100.0,1.0,-16.0,0.0,128.88858237511454,0.05954825462012314,10.0,-392.0,True,False,False,False
2026-04-04 12:39:33.864419,1103,100,100,514,1,1,1217.2,170.50131964298686,100.0,100.0,1.0,23.0,0.0,130.1281846659073,-0.003875968992248069,10.0,-401.20000000000005,True,False,False,False
2026-04-04 12:39:34.864419,1142,100,100,497,1,1,1162.4,129.80870540915188,100.0,100.0,1.0,39.0,0.0,127.4104914570749,-0.03307392996108949,10.0,-416.8,True,False,False,False
2026-04-04 12:39:35.864419,1136,100,100,502,1,1,1111.4,26.62329806766966,100.0,100.0,1.0,-6.0,0.0,127.43521229759598,0.010060362173038184,10.0,-414.40000000000003,True,False,False,False
2026-04-04 12:39:36.864419,1118,100,100,510,1,1,1115.8,25.22300537208012,100.0,100.0,1.0,-18.0,0.0,125.90754985746938,0.015936254980079667,10.0,-407.20000000000005,True,False,False,False
2026-04-04 12:39:37.864419,1085,100,100,484,1,1,1116.8,23.488294957275688,100.0,100.0,1.0,-33.0,0.0,126.82954440245128,-0.050980392156862786,10.0,-394.0,True,False,False,False
2026-04-04 12:39:38.864419,1096,100,100,498,1,1,1115.4,24.694128856875743,100.0,100.0,1.0,11.0,0.0,126.76754754711925,0.02892561983471076,10.0,-398.40000000000003,True,False,False,False
2026-04-04 12:39:39.864419,1104,100,100,480,1,1,1107.8,19.829271292712296,100.0,100.0,1.0,8.0,0.0,92.15138511046808,-0.03614457831325302,10.0,-401.6,True,False,False,False
2026-04-04 12:39:40.864419,1088,100,100,483,1,1,1098.2,13.311649033834376,100.0,100.0,1.0,-16.0,0.0,21.02802362985623,0.006250000000000089,10.0,-395.20000000000005,True,False,False,False
2026-04-04 12:39:41.864419,1108,100,100,503,1,1,1096.2,9.909591313469178,100.0,100.0,1.0,20.0,0.0,20.81132170505096,0.04140786749482395,10.0,-403.20000000000005,True,False,False,False
2026-04-04 12:39:42.864419,1150,100,100,490,1,1,1109.2,24.066574330385762,100.0,100.0,1.0,42.0,0.0,22.77425447005194,-0.025844930417495027,10.0,-420.0,True,False,False,False
2026-04-04 12:39:43.864419,1089,100,100,500,1,1,1107.8,25.203174403237036,100.0,100.0,1.0,-61.0,0.0,23.861638203983222,0.020408163265306145,10.0,-395.6,True,False,False,False
2026-04-04 12:39:44.864419,1095,100,100,504,1,1,1106.0,25.855366947695455,100.0,100.0,1.0,6.0,0.0,21.743198170156102,0.008000000000000007,10.0,-398.0,True,False,False,False
2026-04-04 12:39:45.864419,1138,100,100,493,1,1,1116.0,26.804850307360095,100.0,100.0,1.0,43.0,0.0,22.047675614449993,-0.02182539682539686,10.0,-415.20000000000005,True,False,False,False
2026-04-04 12:39:46.864419,1135,100,100,481,1,1,1121.4,27.50090907588297,100.0,100.0,1.0,-3.0,0.0,23.583421672390795,-0.024340770791075106,10.0,-414.0,True,False,False,False
2026-04-04 12:39:47.864419,1111,100,100,512,1,1,1113.6,22.42320226907796,100.0,100.0,1.0,-24.0,0.0,22.0514549784517,0.06444906444906451,10.0,-404.40000000000003,True,False,False,False
2026-04-04 12:39:48.864419,1385,100,100,517,1,1,1172.8,119.93831748027812,100.0,100.0,1.0,274.0,0.0,88.59652614208127,0.009765625,10.0,-514.0,True,False,False,False
2026-04-04 12:39:49.864419,1129,100,100,512,1,1,1179.6,115.29874240424301,100.0,100.0,1.0,-256.0,0.0,87.8076179939863,-0.009671179883945835,10.0,-411.6,True,False,False,False
2026-04-04 12:39:50.864419,1142,100,100,519,1,1,1180.4,114.95129403360359,100.0,100.0,1.0,13.0,0.0,85.69817838074408,0.013671875,10.0,-416.8,True,False,False,False
2026-04-04 12:39:51.864419,1138,100,100,514,1,1,1181.0,114.66254837565747,100.0,100.0,1.0,-4.0,0.0,84.65327978157632,-0.009633911368015391,10.0,-415.20000000000005,True,False,False,False
2026-04-04 12:39:52.864419,1095,100,100,491,1,1,1177.8,117.29748505402827,100.0,100.0,1.0,-43.0,0.0,86.50632603714307,-0.04474708171206221,10.0,-398.0,True,False,False,False
2026-04-04 12:39:53.864419,1087,100,100,497,1,1,1118.2,25.430296891699555,100.0,100.0,1.0,-8.0,0.0,86.65416576509462,0.012219959266802416,10.0,-394.8,True,False,False,False
2026-04-04 12:39:54.864419,1085,100,100,494,1,1,1109.4,28.21878806752666,100.0,100.0,1.0,-2.0,0.0,87.3565490771397,-0.006036217303822977,10.0,-394.0,True,False,False,False
2026-04-04 12:39:55.864419,1092,100,100,508,1,1,1099.4,21.938550544645974,100.0,100.0,1.0,7.0,0.0,88.93374562623096,0.028340080971659853,10.0,-396.8,True,False,False,False
2026-04-04 12:39:56.864419,1133,100,100,520,1,1,1098.4,19.743353311937316,100.0,100.0,1.0,41.0,0.0,88.94823713199116,0.023622047244094446,10.0,-413.20000000000005,True,False,False,False
2026-04-04 12:39:57.864419,1116,100,100,489,1,1,1102.6,21.030929603799887,100.0,100.0,1.0,-17.0,0.0,88.78288123281449,-0.059615384615384626,10.0,-406.40000000000003,True,False,False,False
2026-04-04 12:39:58.864419,1148,100,100,507,1,1,1114.8,26.658957218915887,100.0,100.0,1.0,32.0,0.0,24.627220712049933,0.036809815950920255,10.0,-419.20000000000005,True,False,False,False
2026-04-04 12:39:59.864419,1108,100,100,506,1,1,1119.4,21.766947420343264,100.0,100.0,1.0,-40.0,0.0,24.33652947046242,-0.0019723865877712132,10.0,-403.20000000000005,True,False,False,False
2026-04-04 12:40:00.864419,1145,100,100,510,1,1,1130.0,17.592612085758827,100.0,100.0,1.0,37.0,0.0,24.7298739719127,0.007905138339920903,10.0,-418.0,True,False,False,False
2026-04-04 12:40:01.864419,1124,100,100,506,1,1,1128.2,17.669182210843477,100.0,100.0,1.0,-21.0,0.0,23.63636557886588,-0.007843137254901933,10.0,-409.6,True,False,False,False
2026-04-04 12:40:02.864419,1125,100,100,482,1,1,1130.0,16.537835408540847,100.0,100.0,1.0,1.0,0.0,22.949461383174064,-0.04743083003952564,10.0,-410.0,True,False,False,False
2026-04-04 12:40:03.864419,1083,100,100,496,1,1,1117.0,23.097618924901923,100.0,100.0,1.0,-42.0,0.0,23.544048552070258,0.029045643153526868,10.0,-393.20000000000005,True,False,False,False
2026-04-04 12:40:04.864419,1128,100,100,511,1,1,1121.0,22.880122377294825,100.0,100.0,1.0,45.0,0.0,21.070252859317513,0.030241935483870996,10.0,-411.20000000000005,True,False,False,False
2026-04-04 12:40:05.864419,1086,100,100,482,1,1,1109.2,22.62078690054764,100.0,100.0,1.0,-42.0,0.0,22.026246969367634,-0.05675146771037187,10.0,-394.40000000000003,True,False,False,False
2026-04-04 12:40:06.864419,1089,100,100,515,1,1,1102.2,22.309190931093582,100.0,100.0,1.0,3.0,0.0,23.403703410643207,0.06846473029045641,10.0,-395.6,True,False,False,False
2026-04-04 12:40:07.864419,1125,100,100,484,1,1,1102.2,22.309190931093582,100.0,100.0,1.0,36.0,0.0,23.61002611886215,-0.060194174757281504,10.0,-410.0,True,False,False,False
2026-04-04 12:40:08.864419,1099,100,100,486,1,1,1105.4,19.88215280094155,100.0,100.0,1.0,-26.0,0.0,21.217393284232486,0.004132231404958775,10.0,-399.6,True,False,False,False
2026-04-04 12:40:09.864419,1123,100,100,502,1,1,1104.4,18.541844568434612,100.0,100.0,1.0,24.0,0.0,21.49444372648728,0.03292181069958855,10.0,-409.20000000000005,True,False,False,False
2026-04-04 12:40:10.864419,1086,100,100,484,1,1,1104.4,18.541844568434612,100.0,100.0,1.0,-37.0,0.0,19.662711466688254,-0.03585657370517925,10.0,-394.40000000000003,True,False,False,False
2026-04-04 12:40:11.864419,1149,100,100,507,1,1,1116.4,24.53161225847145,100.0,100.0,1.0,63.0,0.0,23.33833279773412,0.04752066115702469,10.0,-419.6,True,False,False,False
2026-04-04 12:40:12.864419,1091,100,100,505,1,1,1109.6,26.20686932847925,100.0,100.0,1.0,-58.0,0.0,23.27349470009964,-0.0039447731755424265,10.0,-396.40000000000003,True,False,False,False
2026-04-04 12:40:13.864419,1094,100,100,501,1,1,1108.6,26.801119379607755,100.0,100.0,1.0,3.0,0.0,22.31093404090895,-0.007920792079207928,10.0,-397.6,True,False,False,False
2026-04-04 12:40:14.864419,1115,100,100,495,1,1,1107.0,25.95187854472169,100.0,100.0,1.0,21.0,0.0,21.307536486208864,-0.0119760479041916,10.0,-406.0,True,False,False,False
2026-04-04 12:40:15.864419,1117,100,100,480,1,1,1113.2,23.24220299369201,100.0,100.0,1.0,2.0,0.0,20.35681703999952,-0.030303030303030276,10.0,-406.8,True,False,False,False
2026-04-04 12:40:16.864419,1127,100,100,484,1,1,1108.8,15.594870951693917,100.0,100.0,1.0,10.0,0.0,19.788885769542922,0.008333333333333304,10.0,-410.8,True,False,False,False
2026-04-04 12:40:17.864419,1122,100,100,481,1,1,1115.0,12.629330940314572,100.0,100.0,1.0,-5.0,0.0,19.601870659030265,-0.006198347107438051,10.0,-408.8,True,False,False,False
